Barrio,Titulo,Sup. Terreno,Frente,Contrafrente,Lat Derecho,Lat Izquierdo,LFI,LIB,Zonificacion,Mixtura Usos,Alt. Max.,Cant. Pisos,Sup. Vendible,Sup. Edif. Cub.,Precio,Plusvalia,Factibilidad
Villa Ortuzar,GUEVARA 1315,699.46m2,20m,20.02m,40.39m,29.50m,20.91 m,m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,2385.00m2,,U$S  389.000,PLUSVALIA  U$S 33.856,https://lideresenterrenos.com.ar/estudioTerreno/613
Villa Ortuzar,ESTOMBA 1184,699.46m2,20m,20.02m,40.39m,29.50m,20.91 m,m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,2385.00m2,,U$S  389.000,PLUSVALIA  U$S 33.856,https://lideresenterrenos.com.ar/estudioTerreno/613
Villa Ortuzar,TRONADOR 632,699.46m2,20m,20.02m,40.39m,29.50m,20.91 m,m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,2385.00m2,,U$S  389.000,PLUSVALIA  U$S 33.856,https://lideresenterrenos.com.ar/estudioTerreno/613
Villa Pueyrredon,"ALBARELLOS, AV 3042",376.10m2,8.66m,8.66m,43.39m,43.47m,No Alcanzada,28 m,USAB 1  (Codigo Anterior : R2b II - FOT: 1.2),MIXTURA  1,,PB + 2 PISOS,492.00m2,,U$S  275.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/1486
Villa Pueyrredon,Escobar  3039,376.10m2,8.66m,8.66m,43.39m,43.47m,No Alcanzada,28 m,USAB 1  (Codigo Anterior : R2b II - FOT: 1.2),MIXTURA  1,,PB + 2 PISOS,492.00m2,,U$S  275.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/1486
Villa Santa Rita,CESAR DIAZ  3158,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,GAONA. AV 3483,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,EMILIO LAMARCA 1890,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,SAN NICOLAS 1576,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,EMILIO LAMARCA 1708,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,Gaona Av.  3617,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,EMILO LAMARCA 1708,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Santa Rita,ARGERICH 1409,206.67m2,8.25m,8.30m,25m,24.95m,m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA  1,,PB + 7 PISOS + 2 RETIROS,1162.00m2,,U$S  850.000,PLUSVALIA  U$S 43.112,https://lideresenterrenos.com.ar/estudioTerreno/824
Villa Urquiza,MARIANO ACHA 3490,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,CULLEN  5880,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,JURAMENTO 4536,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,DIAZ COLODRERO 3164,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,Constituyentes  6253,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,LE BRETON 5919,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,GALVAN 3237,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,CONGRESO 5702,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,"TAMBORINI, JOSE, PASCUAL 5327",377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,Monroe 4823 / 4831,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,MARIANO ACHA 2207,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,CERETTI 1934,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,ALVAREZ THOMAS 3275,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,AV DE LOS CONSTITUYENTES 4441,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,AIZPURUA 3170,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,OLAZABAL 5001/ 5007,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,NAHUEL HUAPI 4470,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,Monroe 4831,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,DONADO 2548,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,LE BRETON 5164,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,NAHUEL HUAPI 4360,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,MARIANO ACHA 2844,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,PACHECO 2685,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,Galvan  2833,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,"LE BRETON, TOMAS, A 5223",377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,AV DE LOS CONSTITUYENTES 4879,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,MARIANO ACHA 2655,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,ANDONAEGUI 3350,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,OLAZABAL  4486,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,PACHECO 2578,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,MONROE 5517,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,MANUELA PEDRAZA 5441,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,BLANCO ENCALADA 4038,377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
Villa Urquiza,"ROOSEVELT FRANKLIN D, AV 4364",377.23m2,8.73m,8.64m,43.48m,43.39m,No Alcanzada,37.34 m,USAB 2  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,1100.52m2,,U$S  360.000,PLUSVALIA  U$S 25.191,https://lideresenterrenos.com.ar/estudioTerreno/1248
