,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/VeroDelgadilloG/status/1732955955493744808,2023-12-08 02:51:11.000,0.31647427763257713,0.17064022682174868,0.3380452479634966,Enojo/Molestia,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1732955955493744808,2,0,6,339
twitter.com/VeroDelgadilloG/status/1724544906642034860,2023-11-14 21:48:40.000,0.29693784316380817,0.08221191620166378,0.1786798040072123,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1724544906642034860,2,3,27,2726
twitter.com/VeroDelgadilloG/status/1723829634599432567,2023-11-12 22:26:26.000,0.7742605606714884,0.11151859004581088,0.33544554313023883,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1723829634599432567,3,3,7,526
twitter.com/VeroDelgadilloG/status/1735870268764246425,2023-12-16 03:51:37.000,0.6244002262751261,0.020811682780390785,0.3074216842651367,Aprobacion/Alegria,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1735870268764246425,4,4,17,508
twitter.com/VeroDelgadilloG/status/1712573914503909618,2023-10-12 21:00:13.000,0.5479508131742478,0.19589862660737722,0.00830407440662384,Neutral,Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1712573914503909618,1,6,19,575
twitter.com/VeroDelgadilloG/status/1734769087845482675,2023-12-13 02:55:55.000,0.5479508131742478,0.19589862660737722,0.00830407440662384,Neutral,Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1734769087845482675,2,0,3,56
twitter.com/VeroDelgadilloG/status/1731542043007045918,2023-12-04 05:12:48.000,0.4958974020047621,0.13935416389812177,0.2974916696548462,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1731542043007045918,12,16,56,2146
twitter.com/VeroDelgadilloG/status/1734699544443756915,2023-12-12 22:19:35.000,0.8506041169166565,0.04555585509437622,0.059339141845703124,Aprobacion/Alegria,Mucho Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1734699544443756915,4,8,33,971
twitter.com/VeroDelgadilloG/status/1730331493384474894,2023-11-30 21:02:30.000,0.32579163908958436,0.007936988747865418,0.7533793449401855,Enojo/Molestia,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1730331493384474894,2,2,5,409
twitter.com/VeroDelgadilloG/status/1730279410547261615,2023-11-30 17:35:33.000,0.32579163908958436,0.007936988747865418,0.7533793449401855,Enojo/Molestia,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1730279410547261615,1,0,2,244
twitter.com/VeroDelgadilloG/status/1736030684756492799,2023-12-16 14:29:03.000,0.32579163908958436,0.007936988747865418,0.7533793449401855,Enojo/Molestia,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1736030684756492799,1,2,0,198
twitter.com/VeroDelgadilloG/status/1735695001244639693,2023-12-15 16:15:10.000,0.32579163908958436,0.007936988747865418,0.7533793449401855,Enojo/Molestia,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1735695001244639693,0,0,6,203
twitter.com/VeroDelgadilloG/status/1733676885060542539,2023-12-10 02:35:54.000,0.32579163908958436,0.007936988747865418,0.7533793449401855,Enojo/Molestia,Mucho Enojo/Molestia,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1733676885060542539,0,0,3,275
twitter.com/VeroDelgadilloG/status/1735183680014790812,2023-12-14 06:23:22.000,0.8007261753082275,0.3633757903799473,0.49405431747436523,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1735183680014790812,5,5,52,1378
twitter.com/VeroDelgadilloG/status/1723007330164388172,2023-11-10 15:58:54.000,0.6635429761626503,0.15976598735240033,0.23911379684101453,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1723007330164388172,3,11,26,1702
twitter.com/VeroDelgadilloG/status/1733508057638846816,2023-12-09 15:25:02.000,0.7026312798261642,0.24008606249336556,0.9934988617897034,Aprobacion/Alegria,Enojo/Molestia,Mucha Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1733508057638846816,7,4,37,1392
